DeploymentID	Location	Demand	DwellBeforeDeploy	BogBudget	CycleTime	DeployInterval	DeployDate	FillType	FillCount	UnitType	DemandType	DemandGroup	Unit	Policy	AtomicPolicy	Component	Period	FillPath	PathLength	FollowOn	FollowOnCount	DeploymentCount
39	1_R17_SRC3_[451...467]	1_R18_SRC3_[467...523]	549	254	565	467	4/26/2014	Primary	351	SRC3	SRC3	Large	215_SRC3_AC	FFGACRoto	FFGACRoto	AC	Surge	FILLRULE_SRC3->SRC3->SOURCE_SRC3->Filled	0	TRUE	1	2
40	1_R17_SRC3_[451...467]	1_R18_SRC3_[467...523]	542	254	558	467	4/26/2014	Primary	352	SRC3	SRC3	Large	214_SRC3_AC	FFGACRoto	FFGACRoto	AC	Surge	FILLRULE_SRC3->SRC3->SOURCE_SRC3->Filled	0	TRUE	1	2
41	1_R17_SRC3_[451...467]	1_R18_SRC3_[467...523]	535	254	551	467	4/26/2014	Primary	353	SRC3	SRC3	Large	213_SRC3_AC	FFGACRoto	FFGACRoto	AC	Surge	FILLRULE_SRC3->SRC3->SOURCE_SRC3->Filled	0	TRUE	1	2
42	1_R17_SRC3_[451...467]	1_R18_SRC3_[467...523]	528	254	544	467	4/26/2014	Primary	354	SRC3	SRC3	Large	212_SRC3_AC	FFGACRoto	FFGACRoto	AC	Surge	FILLRULE_SRC3->SRC3->SOURCE_SRC3->Filled	0	TRUE	1	2
43	1_R17_SRC3_[451...467]	1_R18_SRC3_[467...523]	521	254	537	467	4/26/2014	Primary	355	SRC3	SRC3	Large	211_SRC3_AC	FFGACRoto	FFGACRoto	AC	Surge	FILLRULE_SRC3->SRC3->SOURCE_SRC3->Filled	0	TRUE	1	2
44	1_R17_SRC3_[451...467]	1_R18_SRC3_[467...523]	514	254	530	467	4/26/2014	Primary	356	SRC3	SRC3	Large	210_SRC3_AC	FFGACRoto	FFGACRoto	AC	Surge	FILLRULE_SRC3->SRC3->SOURCE_SRC3->Filled	0	TRUE	1	2
45	1_R17_SRC3_[451...467]	1_R18_SRC3_[467...523]	507	254	523	467	4/26/2014	Primary	357	SRC3	SRC3	Large	209_SRC3_AC	FFGACRoto	FFGACRoto	AC	Surge	FILLRULE_SRC3->SRC3->SOURCE_SRC3->Filled	0	TRUE	1	2
52	Available	1__SRC1_[467...523]	474	270	474	467	4/26/2014	Substitute	358	SRC3	SRC1	XL	202_SRC3_AC	FFGACRoto	FFGACRoto	AC	Surge	FILLRULE_SRC1->SRC1->Sub_SRC1_SRC3->SOURCE_SRC3->Filled	1	FALSE	0	1
53	Available	1__SRC1_[467...523]	467	270	467	467	4/26/2014	Substitute	359	SRC3	SRC1	XL	201_SRC3_AC	FFGACRoto	FFGACRoto	AC	Surge	FILLRULE_SRC1->SRC1->Sub_SRC1_SRC3->SOURCE_SRC3->Filled	1	FALSE	0	1
54	OS_Available	1_R18_SRC3_[467...523]	1727	270	1727	467	4/26/2014	Primary	360	SRC3	SRC3	Large	141_SRC3_NG	RCOpSus	RCOpSus	NG	Surge	FILLRULE_SRC3->SRC3->SOURCE_SRC3->Filled	0	FALSE	0	1
55	OS_Available	1_R18_SRC3_[467...523]	1718	270	1718	467	4/26/2014	Primary	361	SRC3	SRC3	Large	140_SRC3_NG	RCOpSus	RCOpSus	NG	Surge	FILLRULE_SRC3->SRC3->SOURCE_SRC3->Filled	0	FALSE	0	1
56	OS_Available	1_R18_SRC3_[467...523]	1709	270	1709	467	4/26/2014	Primary	362	SRC3	SRC3	Large	139_SRC3_NG	RCOpSus	RCOpSus	NG	Surge	FILLRULE_SRC3->SRC3->SOURCE_SRC3->Filled	0	FALSE	0	1
57	OS_Available	1_R18_SRC3_[467...523]	1700	270	1700	467	4/26/2014	Primary	363	SRC3	SRC3	Large	138_SRC3_NG	RCOpSus	RCOpSus	NG	Surge	FILLRULE_SRC3->SRC3->SOURCE_SRC3->Filled	0	FALSE	0	1
58	OS_Available	1_R18_SRC3_[467...523]	1691	270	1691	467	4/26/2014	Primary	364	SRC3	SRC3	Large	137_SRC3_NG	RCOpSus	RCOpSus	NG	Surge	FILLRULE_SRC3->SRC3->SOURCE_SRC3->Filled	0	FALSE	0	1
59	OS_Available	1_R18_SRC3_[467...523]	1682	270	1682	467	4/26/2014	Primary	365	SRC3	SRC3	Large	136_SRC3_NG	RCOpSus	RCOpSus	NG	Surge	FILLRULE_SRC3->SRC3->SOURCE_SRC3->Filled	0	FALSE	0	1
60	OS_Available	1_R18_SRC3_[467...523]	1673	270	1673	467	4/26/2014	Primary	366	SRC3	SRC3	Large	135_SRC3_NG	RCOpSus	RCOpSus	NG	Surge	FILLRULE_SRC3->SRC3->SOURCE_SRC3->Filled	0	FALSE	0	1
61	OS_Available	1_R18_SRC3_[467...523]	1664	270	1664	467	4/26/2014	Primary	367	SRC3	SRC3	Large	134_SRC3_NG	RCOpSus	RCOpSus	NG	Surge	FILLRULE_SRC3->SRC3->SOURCE_SRC3->Filled	0	FALSE	0	1
62	OS_Available	1_R18_SRC3_[467...523]	1655	270	1655	467	4/26/2014	Primary	368	SRC3	SRC3	Large	133_SRC3_NG	RCOpSus	RCOpSus	NG	Surge	FILLRULE_SRC3->SRC3->SOURCE_SRC3->Filled	0	FALSE	0	1
63	OS_Available	1_R18_SRC3_[467...523]	1646	270	1646	467	4/26/2014	Primary	369	SRC3	SRC3	Large	132_SRC3_NG	RCOpSus	RCOpSus	NG	Surge	FILLRULE_SRC3->SRC3->SOURCE_SRC3->Filled	0	FALSE	0	1
64	OS_Available	1_R18_SRC3_[467...523]	1637	270	1637	467	4/26/2014	Primary	370	SRC3	SRC3	Large	131_SRC3_NG	RCOpSus	RCOpSus	NG	Surge	FILLRULE_SRC3->SRC3->SOURCE_SRC3->Filled	0	FALSE	0	1
65	OS_Available	1_R18_SRC3_[467...523]	1628	270	1628	467	4/26/2014	Primary	371	SRC3	SRC3	Large	130_SRC3_NG	RCOpSus	RCOpSus	NG	Surge	FILLRULE_SRC3->SRC3->SOURCE_SRC3->Filled	0	FALSE	0	1
66	OS_Available	1_R18_SRC3_[467...523]	1619	270	1619	467	4/26/2014	Primary	372	SRC3	SRC3	Large	129_SRC3_NG	RCOpSus	RCOpSus	NG	Surge	FILLRULE_SRC3->SRC3->SOURCE_SRC3->Filled	0	FALSE	0	1
67	OS_Available	1_R18_SRC3_[467...523]	1610	270	1610	467	4/26/2014	Primary	373	SRC3	SRC3	Large	128_SRC3_NG	RCOpSus	RCOpSus	NG	Surge	FILLRULE_SRC3->SRC3->SOURCE_SRC3->Filled	0	FALSE	0	1
68	OS_Available	1_R18_SRC3_[467...523]	1601	270	1601	467	4/26/2014	Primary	374	SRC3	SRC3	Large	127_SRC3_NG	RCOpSus	RCOpSus	NG	Surge	FILLRULE_SRC3->SRC3->SOURCE_SRC3->Filled	0	FALSE	0	1
69	OS_Available	1_R18_SRC3_[467...523]	1592	270	1592	467	4/26/2014	Primary	375	SRC3	SRC3	Large	126_SRC3_NG	RCOpSus	RCOpSus	NG	Surge	FILLRULE_SRC3->SRC3->SOURCE_SRC3->Filled	0	FALSE	0	1
70	OS_Available	1_R18_SRC3_[467...523]	1583	270	1583	467	4/26/2014	Primary	376	SRC3	SRC3	Large	125_SRC3_NG	RCOpSus	RCOpSus	NG	Surge	FILLRULE_SRC3->SRC3->SOURCE_SRC3->Filled	0	FALSE	0	1
71	OS_Available	1_R18_SRC3_[467...523]	1574	270	1574	467	4/26/2014	Primary	377	SRC3	SRC3	Large	124_SRC3_NG	RCOpSus	RCOpSus	NG	Surge	FILLRULE_SRC3->SRC3->SOURCE_SRC3->Filled	0	FALSE	0	1
72	Available	1_R18_SRC3_[467...523]	388	270	388	467	4/26/2014	Primary	378	SRC3	SRC3	Large	294_SRC3_AC	FFGACRoto	FFGACRoto	AC	Surge	FILLRULE_SRC3->SRC3->SOURCE_SRC3->Filled	0	FALSE	0	1
73	OS_Available	1_R18_SRC3_[467...523]	1565	270	1565	467	4/26/2014	Primary	379	SRC3	SRC3	Large	123_SRC3_NG	RCOpSus	RCOpSus	NG	Surge	FILLRULE_SRC3->SRC3->SOURCE_SRC3->Filled	0	FALSE	0	1
74	OS_Available	1_R18_SRC3_[467...523]	1556	270	1556	467	4/26/2014	Primary	380	SRC3	SRC3	Large	122_SRC3_NG	RCOpSus	RCOpSus	NG	Surge	FILLRULE_SRC3->SRC3->SOURCE_SRC3->Filled	0	FALSE	0	1
75	OS_Available	1_R18_SRC3_[467...523]	1547	270	1547	467	4/26/2014	Primary	381	SRC3	SRC3	Large	121_SRC3_NG	RCOpSus	RCOpSus	NG	Surge	FILLRULE_SRC3->SRC3->SOURCE_SRC3->Filled	0	FALSE	0	1
76	OS_Available	1_R18_SRC3_[467...523]	1538	270	1538	467	4/26/2014	Primary	382	SRC3	SRC3	Large	120_SRC3_NG	RCOpSus	RCOpSus	NG	Surge	FILLRULE_SRC3->SRC3->SOURCE_SRC3->Filled	0	FALSE	0	1
77	Available	1_R18_SRC3_[467...523]	376	270	376	467	4/26/2014	Primary	383	SRC3	SRC3	Large	297_SRC3_AC	FFGACRoto	FFGACRoto	AC	Surge	FILLRULE_SRC3->SRC3->SOURCE_SRC3->Filled	0	FALSE	0	1
78	Available	1_R18_SRC3_[467...523]	381	270	381	467	4/26/2014	Primary	384	SRC3	SRC3	Large	293_SRC3_AC	FFGACRoto	FFGACRoto	AC	Surge	FILLRULE_SRC3->SRC3->SOURCE_SRC3->Filled	0	FALSE	0	1
79	Available	1_R18_SRC3_[467...523]	374	270	374	467	4/26/2014	Primary	385	SRC3	SRC3	Large	292_SRC3_AC	FFGACRoto	FFGACRoto	AC	Surge	FILLRULE_SRC3->SRC3->SOURCE_SRC3->Filled	0	FALSE	0	1
80	Available	1_R18_SRC3_[467...523]	367	270	367	467	4/26/2014	Primary	386	SRC3	SRC3	Large	291_SRC3_AC	FFGACRoto	FFGACRoto	AC	Surge	FILLRULE_SRC3->SRC3->SOURCE_SRC3->Filled	0	FALSE	0	1
81	Available	1_R18_SRC3_[467...523]	376	270	376	467	4/26/2014	Primary	387	SRC3	SRC3	Large	296_SRC3_AC	FFGACRoto	FFGACRoto	AC	Surge	FILLRULE_SRC3->SRC3->SOURCE_SRC3->Filled	0	FALSE	0	1
82	OS_Available	1_R18_SRC3_[467...523]	1529	270	1529	467	4/26/2014	Primary	388	SRC3	SRC3	Large	119_SRC3_NG	RCOpSus	RCOpSus	NG	Surge	FILLRULE_SRC3->SRC3->SOURCE_SRC3->Filled	0	FALSE	0	1
83	OS_Available	1_R18_SRC3_[467...523]	1520	270	1520	467	4/26/2014	Primary	389	SRC3	SRC3	Large	118_SRC3_NG	RCOpSus	RCOpSus	NG	Surge	FILLRULE_SRC3->SRC3->SOURCE_SRC3->Filled	0	FALSE	0	1
390	OS_NotDeployable	NotUtilized	1825	270	1825	475	5/4/2014	Primary	390	SRC3	SRC3	NotUtilized	151_SRC3_NG	RCOpSus	RCOpSus	NG	Surge	Proxy	0	FALSE	0	0
84	Available	1__SRC1_[481...554]	367	270	367	481	5/10/2014	Substitute	391	SRC3	SRC1	Large	289_SRC3_AC	FFGACRoto	FFGACRoto	AC	Surge	FILLRULE_SRC1->SRC1->Sub_SRC1_SRC3->SOURCE_SRC3->Filled	1	FALSE	0	1
85	Available	1_R29_SRC3_[481...554]	374	270	374	481	5/10/2014	Primary	392	SRC3	SRC3	Small	290_SRC3_AC	FFGACRoto	FFGACRoto	AC	Surge	FILLRULE_SRC3->SRC3->SOURCE_SRC3->Filled	0	FALSE	0	1
86	OS_Available	1_R29_SRC3_[481...554]	1525	270	1525	481	5/10/2014	Primary	393	SRC3	SRC3	Small	117_SRC3_NG	RCOpSus	RCOpSus	NG	Surge	FILLRULE_SRC3->SRC3->SOURCE_SRC3->Filled	0	FALSE	0	1
87	OS_Available	1_R29_SRC3_[481...554]	1516	270	1516	481	5/10/2014	Primary	394	SRC3	SRC3	Small	116_SRC3_NG	RCOpSus	RCOpSus	NG	Surge	FILLRULE_SRC3->SRC3->SOURCE_SRC3->Filled	0	FALSE	0	1
88	OS_Available	1_R29_SRC3_[481...554]	1507	270	1507	481	5/10/2014	Primary	395	SRC3	SRC3	Small	115_SRC3_NG	RCOpSus	RCOpSus	NG	Surge	FILLRULE_SRC3->SRC3->SOURCE_SRC3->Filled	0	FALSE	0	1
89	OS_Available	1_R29_SRC3_[481...554]	1498	270	1498	481	5/10/2014	Primary	396	SRC3	SRC3	Small	114_SRC3_NG	RCOpSus	RCOpSus	NG	Surge	FILLRULE_SRC3->SRC3->SOURCE_SRC3->Filled	0	FALSE	0	1
90	OS_Available	1_R29_SRC3_[481...554]	1471	270	1471	481	5/10/2014	Primary	397	SRC3	SRC3	Small	111_SRC3_NG	RCOpSus	RCOpSus	NG	Surge	FILLRULE_SRC3->SRC3->SOURCE_SRC3->Filled	0	FALSE	0	1
91	OS_Available	1_R29_SRC3_[481...554]	1462	270	1462	481	5/10/2014	Primary	398	SRC3	SRC3	Small	110_SRC3_NG	RCOpSus	RCOpSus	NG	Surge	FILLRULE_SRC3->SRC3->SOURCE_SRC3->Filled	0	FALSE	0	1
92	OS_Available	1_R29_SRC3_[481...554]	1489	270	1489	481	5/10/2014	Primary	399	SRC3	SRC3	Small	113_SRC3_NG	RCOpSus	RCOpSus	NG	Surge	FILLRULE_SRC3->SRC3->SOURCE_SRC3->Filled	0	FALSE	0	1
93	OS_Available	1_R29_SRC3_[481...554]	1480	270	1480	481	5/10/2014	Primary	400	SRC3	SRC3	Small	112_SRC3_NG	RCOpSus	RCOpSus	NG	Surge	FILLRULE_SRC3->SRC3->SOURCE_SRC3->Filled	0	FALSE	0	1
94	OS_Deployable	1_R29_SRC3_[481...554]	1453	270	1453	481	5/10/2014	Primary	401	SRC3	SRC3	Small	109_SRC3_NG	RCOpSus	RCOpSus	NG	Surge	FILLRULE_SRC3->SRC3->SOURCE_SRC3->Filled	0	FALSE	0	1
95	OS_Deployable	1_R29_SRC3_[481...554]	1444	270	1444	481	5/10/2014	Primary	402	SRC3	SRC3	Small	108_SRC3_NG	RCOpSus	RCOpSus	NG	Surge	FILLRULE_SRC3->SRC3->SOURCE_SRC3->Filled	0	FALSE	0	1
96	OS_Deployable	1_R29_SRC3_[481...554]	1435	270	1435	481	5/10/2014	Primary	403	SRC3	SRC3	Small	107_SRC3_NG	RCOpSus	RCOpSus	NG	Surge	FILLRULE_SRC3->SRC3->SOURCE_SRC3->Filled	0	FALSE	0	1
97	OS_Deployable	1_R29_SRC3_[481...554]	1426	270	1426	481	5/10/2014	Primary	404	SRC3	SRC3	Small	106_SRC3_NG	RCOpSus	RCOpSus	NG	Surge	FILLRULE_SRC3->SRC3->SOURCE_SRC3->Filled	0	FALSE	0	1
98	OS_Deployable	1_R29_SRC3_[481...554]	1417	270	1417	481	5/10/2014	Primary	405	SRC3	SRC3	Small	105_SRC3_NG	RCOpSus	RCOpSus	NG	Surge	FILLRULE_SRC3->SRC3->SOURCE_SRC3->Filled	0	FALSE	0	1
99	OS_Deployable	1_R29_SRC3_[481...554]	1408	270	1408	481	5/10/2014	Primary	406	SRC3	SRC3	Small	104_SRC3_NG	RCOpSus	RCOpSus	NG	Surge	FILLRULE_SRC3->SRC3->SOURCE_SRC3->Filled	0	FALSE	0	1
100	Ready_Deployable	1_R29_SRC3_[481...554]	360	270	360	481	5/10/2014	Primary	407	SRC3	SRC3	Small	288_SRC3_AC	FFGACRoto	FFGACRoto	AC	Surge	FILLRULE_SRC3->SRC3->SOURCE_SRC3->Filled	0	FALSE	0	1
101	OS_Deployable	1_R29_SRC3_[481...554]	1399	270	1399	481	5/10/2014	Primary	408	SRC3	SRC3	Small	103_SRC3_NG	RCOpSus	RCOpSus	NG	Surge	FILLRULE_SRC3->SRC3->SOURCE_SRC3->Filled	0	FALSE	0	1
102	OS_Deployable	1_R29_SRC3_[481...554]	1390	270	1390	481	5/10/2014	Primary	409	SRC3	SRC3	Small	102_SRC3_NG	RCOpSus	RCOpSus	NG	Surge	FILLRULE_SRC3->SRC3->SOURCE_SRC3->Filled	0	FALSE	0	1
103	OS_Deployable	1_R29_SRC3_[481...554]	1381	270	1381	481	5/10/2014	Primary	410	SRC3	SRC3	Small	101_SRC3_NG	RCOpSus	RCOpSus	NG	Surge	FILLRULE_SRC3->SRC3->SOURCE_SRC3->Filled	0	FALSE	0	1
104	Ready_Deployable	1_R29_SRC3_[481...554]	353	270	353	481	5/10/2014	Primary	411	SRC3	SRC3	Small	287_SRC3_AC	FFGACRoto	FFGACRoto	AC	Surge	FILLRULE_SRC3->SRC3->SOURCE_SRC3->Filled	0	FALSE	0	1
105	OS_Deployable	1_R29_SRC3_[481...554]	1372	270	1372	481	5/10/2014	Primary	412	SRC3	SRC3	Small	100_SRC3_NG	RCOpSus	RCOpSus	NG	Surge	FILLRULE_SRC3->SRC3->SOURCE_SRC3->Filled	0	FALSE	0	1
106	OS_Deployable	1_R29_SRC3_[481...554]	1363	270	1363	481	5/10/2014	Primary	413	SRC3	SRC3	Small	99_SRC3_NG	RCOpSus	RCOpSus	NG	Surge	FILLRULE_SRC3->SRC3->SOURCE_SRC3->Filled	0	FALSE	0	1
107	OS_Deployable	1_R29_SRC3_[481...554]	1354	270	1354	481	5/10/2014	Primary	414	SRC3	SRC3	Small	98_SRC3_NG	RCOpSus	RCOpSus	NG	Surge	FILLRULE_SRC3->SRC3->SOURCE_SRC3->Filled	0	FALSE	0	1
108	Ready_Deployable	1_R29_SRC3_[481...554]	346	270	346	481	5/10/2014	Primary	415	SRC3	SRC3	Small	286_SRC3_AC	FFGACRoto	FFGACRoto	AC	Surge	FILLRULE_SRC3->SRC3->SOURCE_SRC3->Filled	0	FALSE	0	1
109	OS_Deployable	1_R29_SRC3_[481...554]	1345	270	1345	481	5/10/2014	Primary	416	SRC3	SRC3	Small	97_SRC3_NG	RCOpSus	RCOpSus	NG	Surge	FILLRULE_SRC3->SRC3->SOURCE_SRC3->Filled	0	FALSE	0	1
110	OS_Deployable	1_R29_SRC3_[481...554]	1336	270	1336	481	5/10/2014	Primary	417	SRC3	SRC3	Small	96_SRC3_NG	RCOpSus	RCOpSus	NG	Surge	FILLRULE_SRC3->SRC3->SOURCE_SRC3->Filled	0	FALSE	0	1
111	OS_Deployable	1_R29_SRC3_[481...554]	1327	270	1327	481	5/10/2014	Primary	418	SRC3	SRC3	Small	95_SRC3_NG	RCOpSus	RCOpSus	NG	Surge	FILLRULE_SRC3->SRC3->SOURCE_SRC3->Filled	0	FALSE	0	1
112	OS_Deployable	1_R29_SRC3_[481...554]	1318	270	1318	481	5/10/2014	Primary	419	SRC3	SRC3	Small	94_SRC3_NG	RCOpSus	RCOpSus	NG	Surge	FILLRULE_SRC3->SRC3->SOURCE_SRC3->Filled	0	FALSE	0	1
420	OS_NotDeployable	NotUtilized	1825	270	1825	484	5/13/2014	Primary	420	SRC3	SRC3	NotUtilized	150_SRC3_NG	RCOpSus	RCOpSus	NG	Surge	Proxy	0	FALSE	0	0
421	OS_NotDeployable	NotUtilized	1825	270	1825	493	5/22/2014	Primary	421	SRC3	SRC3	NotUtilized	149_SRC3_NG	RCOpSus	RCOpSus	NG	Surge	Proxy	0	FALSE	0	0
422	OS_NotDeployable	NotUtilized	1825	270	1825	502	5/31/2014	Primary	422	SRC3	SRC3	NotUtilized	148_SRC3_NG	RCOpSus	RCOpSus	NG	Surge	Proxy	0	FALSE	0	0
423	OS_NotDeployable	NotUtilized	1825	270	1825	511	6/9/2014	Primary	423	SRC3	SRC3	NotUtilized	147_SRC3_NG	RCOpSus	RCOpSus	NG	Surge	Proxy	0	FALSE	0	0
424	OS_NotDeployable	NotUtilized	1825	270	1825	520	6/18/2014	Primary	424	SRC3	SRC3	NotUtilized	146_SRC3_NG	RCOpSus	RCOpSus	NG	Surge	Proxy	0	FALSE	0	0
52	1__SRC1_[467...523]	1__SRC1_[523...563]	474	214	530	523	6/21/2014	Substitute	425	SRC3	SRC1	XL	202_SRC3_AC	FFGACRoto	FFGACRoto	AC	Surge	FILLRULE_SRC1->SRC1->Sub_SRC1_SRC3->SOURCE_SRC3->Filled	1	TRUE	1	2
53	1__SRC1_[467...523]	1__SRC1_[523...563]	467	214	523	523	6/21/2014	Substitute	426	SRC3	SRC1	XL	201_SRC3_AC	FFGACRoto	FFGACRoto	AC	Surge	FILLRULE_SRC1->SRC1->Sub_SRC1_SRC3->SOURCE_SRC3->Filled	1	TRUE	1	2
51	1__SRC1_[467...523]	1__SRC1_[523...563]	465	198	537	523	6/21/2014	Substitute	427	SRC3	SRC1	XL	203_SRC3_AC	FFGACRoto	FFGACRoto	AC	Surge	FILLRULE_SRC1->SRC1->Sub_SRC1_SRC3->SOURCE_SRC3->Filled	1	TRUE	2	3
72	1_R18_SRC3_[467...523]	1_R19_SRC3_[523...563]	388	214	444	523	6/21/2014	Primary	428	SRC3	SRC3	Large	294_SRC3_AC	FFGACRoto	FFGACRoto	AC	Surge	FILLRULE_SRC3->SRC3->SOURCE_SRC3->Filled	0	TRUE	1	2
78	1_R18_SRC3_[467...523]	1_R19_SRC3_[523...563]	381	214	437	523	6/21/2014	Primary	429	SRC3	SRC3	Large	293_SRC3_AC	FFGACRoto	FFGACRoto	AC	Surge	FILLRULE_SRC3->SRC3->SOURCE_SRC3->Filled	0	TRUE	1	2
81	1_R18_SRC3_[467...523]	1_R19_SRC3_[523...563]	376	214	432	523	6/21/2014	Primary	430	SRC3	SRC3	Large	296_SRC3_AC	FFGACRoto	FFGACRoto	AC	Surge	FILLRULE_SRC3->SRC3->SOURCE_SRC3->Filled	0	TRUE	1	2
77	1_R18_SRC3_[467...523]	1_R19_SRC3_[523...563]	376	214	432	523	6/21/2014	Primary	431	SRC3	SRC3	Large	297_SRC3_AC	FFGACRoto	FFGACRoto	AC	Surge	FILLRULE_SRC3->SRC3->SOURCE_SRC3->Filled	0	TRUE	1	2
79	1_R18_SRC3_[467...523]	1_R19_SRC3_[523...563]	374	214	430	523	6/21/2014	Primary	432	SRC3	SRC3	Large	292_SRC3_AC	FFGACRoto	FFGACRoto	AC	Surge	FILLRULE_SRC3->SRC3->SOURCE_SRC3->Filled	0	TRUE	1	2
54	1_R18_SRC3_[467...523]	1_R19_SRC3_[523...563]	1727	214	1783	523	6/21/2014	Primary	433	SRC3	SRC3	Large	141_SRC3_NG	RCOpSus	RCOpSus	NG	Surge	FILLRULE_SRC3->SRC3->SOURCE_SRC3->Filled	0	TRUE	1	2
55	1_R18_SRC3_[467...523]	1_R19_SRC3_[523...563]	1718	214	1774	523	6/21/2014	Primary	434	SRC3	SRC3	Large	140_SRC3_NG	RCOpSus	RCOpSus	NG	Surge	FILLRULE_SRC3->SRC3->SOURCE_SRC3->Filled	0	TRUE	1	2
56	1_R18_SRC3_[467...523]	1_R19_SRC3_[523...563]	1709	214	1765	523	6/21/2014	Primary	435	SRC3	SRC3	Large	139_SRC3_NG	RCOpSus	RCOpSus	NG	Surge	FILLRULE_SRC3->SRC3->SOURCE_SRC3->Filled	0	TRUE	1	2
80	1_R18_SRC3_[467...523]	1_R19_SRC3_[523...563]	367	214	423	523	6/21/2014	Primary	436	SRC3	SRC3	Large	291_SRC3_AC	FFGACRoto	FFGACRoto	AC	Surge	FILLRULE_SRC3->SRC3->SOURCE_SRC3->Filled	0	TRUE	1	2
57	1_R18_SRC3_[467...523]	1_R19_SRC3_[523...563]	1700	214	1756	523	6/21/2014	Primary	437	SRC3	SRC3	Large	138_SRC3_NG	RCOpSus	RCOpSus	NG	Surge	FILLRULE_SRC3->SRC3->SOURCE_SRC3->Filled	0	TRUE	1	2
58	1_R18_SRC3_[467...523]	1_R19_SRC3_[523...563]	1691	214	1747	523	6/21/2014	Primary	438	SRC3	SRC3	Large	137_SRC3_NG	RCOpSus	RCOpSus	NG	Surge	FILLRULE_SRC3->SRC3->SOURCE_SRC3->Filled	0	TRUE	1	2
59	1_R18_SRC3_[467...523]	1_R19_SRC3_[523...563]	1682	214	1738	523	6/21/2014	Primary	439	SRC3	SRC3	Large	136_SRC3_NG	RCOpSus	RCOpSus	NG	Surge	FILLRULE_SRC3->SRC3->SOURCE_SRC3->Filled	0	TRUE	1	2
60	1_R18_SRC3_[467...523]	1_R19_SRC3_[523...563]	1673	214	1729	523	6/21/2014	Primary	440	SRC3	SRC3	Large	135_SRC3_NG	RCOpSus	RCOpSus	NG	Surge	FILLRULE_SRC3->SRC3->SOURCE_SRC3->Filled	0	TRUE	1	2
61	1_R18_SRC3_[467...523]	1_R19_SRC3_[523...563]	1664	214	1720	523	6/21/2014	Primary	441	SRC3	SRC3	Large	134_SRC3_NG	RCOpSus	RCOpSus	NG	Surge	FILLRULE_SRC3->SRC3->SOURCE_SRC3->Filled	0	TRUE	1	2
62	1_R18_SRC3_[467...523]	1_R19_SRC3_[523...563]	1655	214	1711	523	6/21/2014	Primary	442	SRC3	SRC3	Large	133_SRC3_NG	RCOpSus	RCOpSus	NG	Surge	FILLRULE_SRC3->SRC3->SOURCE_SRC3->Filled	0	TRUE	1	2
63	1_R18_SRC3_[467...523]	1_R19_SRC3_[523...563]	1646	214	1702	523	6/21/2014	Primary	443	SRC3	SRC3	Large	132_SRC3_NG	RCOpSus	RCOpSus	NG	Surge	FILLRULE_SRC3->SRC3->SOURCE_SRC3->Filled	0	TRUE	1	2
64	1_R18_SRC3_[467...523]	1_R19_SRC3_[523...563]	1637	214	1693	523	6/21/2014	Primary	444	SRC3	SRC3	Large	131_SRC3_NG	RCOpSus	RCOpSus	NG	Surge	FILLRULE_SRC3->SRC3->SOURCE_SRC3->Filled	0	TRUE	1	2
65	1_R18_SRC3_[467...523]	1_R19_SRC3_[523...563]	1628	214	1684	523	6/21/2014	Primary	445	SRC3	SRC3	Large	130_SRC3_NG	RCOpSus	RCOpSus	NG	Surge	FILLRULE_SRC3->SRC3->SOURCE_SRC3->Filled	0	TRUE	1	2
66	1_R18_SRC3_[467...523]	1_R19_SRC3_[523...563]	1619	214	1675	523	6/21/2014	Primary	446	SRC3	SRC3	Large	129_SRC3_NG	RCOpSus	RCOpSus	NG	Surge	FILLRULE_SRC3->SRC3->SOURCE_SRC3->Filled	0	TRUE	1	2
67	1_R18_SRC3_[467...523]	1_R19_SRC3_[523...563]	1610	214	1666	523	6/21/2014	Primary	447	SRC3	SRC3	Large	128_SRC3_NG	RCOpSus	RCOpSus	NG	Surge	FILLRULE_SRC3->SRC3->SOURCE_SRC3->Filled	0	TRUE	1	2
68	1_R18_SRC3_[467...523]	1_R19_SRC3_[523...563]	1601	214	1657	523	6/21/2014	Primary	448	SRC3	SRC3	Large	127_SRC3_NG	RCOpSus	RCOpSus	NG	Surge	FILLRULE_SRC3->SRC3->SOURCE_SRC3->Filled	0	TRUE	1	2
69	1_R18_SRC3_[467...523]	1_R19_SRC3_[523...563]	1592	214	1648	523	6/21/2014	Primary	449	SRC3	SRC3	Large	126_SRC3_NG	RCOpSus	RCOpSus	NG	Surge	FILLRULE_SRC3->SRC3->SOURCE_SRC3->Filled	0	TRUE	1	2
70	1_R18_SRC3_[467...523]	1_R19_SRC3_[523...563]	1583	214	1639	523	6/21/2014	Primary	450	SRC3	SRC3	Large	125_SRC3_NG	RCOpSus	RCOpSus	NG	Surge	FILLRULE_SRC3->SRC3->SOURCE_SRC3->Filled	0	TRUE	1	2
71	1_R18_SRC3_[467...523]	1_R19_SRC3_[523...563]	1574	214	1630	523	6/21/2014	Primary	451	SRC3	SRC3	Large	124_SRC3_NG	RCOpSus	RCOpSus	NG	Surge	FILLRULE_SRC3->SRC3->SOURCE_SRC3->Filled	0	TRUE	1	2
