DeploymentID	Location	Demand	DwellBeforeDeploy	BogBudget	CycleTime	DeployInterval	DeployDate	FillType	FillCount	UnitType	DemandType	DemandGroup	Unit	Policy	AtomicPolicy	Component	Period	FillPath	PathLength	FollowOn	FollowOnCount	DeploymentCount
1	Available	1_R3_SRC3_[1...2521]	694	270	694	1	1/15/2013	Primary	1	SRC3	SRC3	UnGrouped	300_SRC3_AC	FFGACRoto	FFGACRoto	AC	PreSurge	FILLRULE_SRC3->SRC3->SOURCE_SRC3->Filled	0	FALSE	0	1
2	Available	1_R25_SRC3_[1...541]	687	270	687	1	1/15/2013	Primary	2	SRC3	SRC3	V1	299_SRC3_AC	FFGACRoto	FFGACRoto	AC	PreSurge	FILLRULE_SRC3->SRC3->SOURCE_SRC3->Filled	0	FALSE	0	1
3	Available	1_R25_SRC3_[1...541]	680	270	680	1	1/15/2013	Primary	3	SRC3	SRC3	V1	298_SRC3_AC	FFGACRoto	FFGACRoto	AC	PreSurge	FILLRULE_SRC3->SRC3->SOURCE_SRC3->Filled	0	FALSE	0	1
4	Available	2_R1_SRC3_[1...91]	673	270	673	1	1/15/2013	Primary	4	SRC3	SRC3	UnGrouped	297_SRC3_AC	FFGACRoto	FFGACRoto	AC	PreSurge	FILLRULE_SRC3->SRC3->SOURCE_SRC3->Filled	0	FALSE	0	1
5	Available	2_R1_SRC3_[1...91]	666	270	666	1	1/15/2013	Primary	5	SRC3	SRC3	UnGrouped	296_SRC3_AC	FFGACRoto	FFGACRoto	AC	PreSurge	FILLRULE_SRC3->SRC3->SOURCE_SRC3->Filled	0	FALSE	0	1
6	Available	2_R2_SRC3_[1...2521]	659	270	659	1	1/15/2013	Primary	6	SRC3	SRC3	UnGrouped	295_SRC3_AC	FFGACRoto	FFGACRoto	AC	PreSurge	FILLRULE_SRC3->SRC3->SOURCE_SRC3->Filled	0	FALSE	0	1
7	OS_NotDeployable	NotUtilized	1825	270	1825	34	2/17/2013	Primary	7	SRC3	SRC3	NotUtilized	200_SRC3_NG	RCOpSus	RCOpSus	NG	PreSurge	Proxy	0	FALSE	0	0
8	OS_NotDeployable	NotUtilized	1825	270	1825	43	2/26/2013	Primary	8	SRC3	SRC3	NotUtilized	199_SRC3_NG	RCOpSus	RCOpSus	NG	PreSurge	Proxy	0	FALSE	0	0
9	OS_NotDeployable	NotUtilized	1825	270	1825	52	3/7/2013	Primary	9	SRC3	SRC3	NotUtilized	198_SRC3_NG	RCOpSus	RCOpSus	NG	PreSurge	Proxy	0	FALSE	0	0
10	OS_NotDeployable	NotUtilized	1825	270	1825	61	3/16/2013	Primary	10	SRC3	SRC3	NotUtilized	197_SRC3_NG	RCOpSus	RCOpSus	NG	PreSurge	Proxy	0	FALSE	0	0
11	OS_NotDeployable	NotUtilized	1825	270	1825	70	3/25/2013	Primary	11	SRC3	SRC3	NotUtilized	196_SRC3_NG	RCOpSus	RCOpSus	NG	PreSurge	Proxy	0	FALSE	0	0
12	OS_NotDeployable	NotUtilized	1825	270	1825	79	4/3/2013	Primary	12	SRC3	SRC3	NotUtilized	195_SRC3_NG	RCOpSus	RCOpSus	NG	PreSurge	Proxy	0	FALSE	0	0
13	Available_NotDeployable	NotUtilized	730	270	730	79	4/3/2013	Primary	13	SRC3	SRC3	NotUtilized	294_SRC3_AC	FFGACRoto	FFGACRoto	AC	PreSurge	Proxy	0	FALSE	0	0
14	Available_NotDeployable	NotUtilized	730	270	730	86	4/10/2013	Primary	14	SRC3	SRC3	NotUtilized	293_SRC3_AC	FFGACRoto	FFGACRoto	AC	PreSurge	Proxy	0	FALSE	0	0
15	OS_NotDeployable	NotUtilized	1825	270	1825	88	4/12/2013	Primary	15	SRC3	SRC3	NotUtilized	194_SRC3_NG	RCOpSus	RCOpSus	NG	PreSurge	Proxy	0	FALSE	0	0
16	Available_NotDeployable	NotUtilized	730	270	730	93	4/17/2013	Primary	16	SRC3	SRC3	NotUtilized	292_SRC3_AC	FFGACRoto	FFGACRoto	AC	PreSurge	Proxy	0	FALSE	0	0
17	OS_NotDeployable	NotUtilized	1825	270	1825	97	4/21/2013	Primary	17	SRC3	SRC3	NotUtilized	193_SRC3_NG	RCOpSus	RCOpSus	NG	PreSurge	Proxy	0	FALSE	0	0
18	Available_NotDeployable	NotUtilized	730	270	730	100	4/24/2013	Primary	18	SRC3	SRC3	NotUtilized	291_SRC3_AC	FFGACRoto	FFGACRoto	AC	PreSurge	Proxy	0	FALSE	0	0
19	OS_NotDeployable	NotUtilized	1825	270	1825	106	4/30/2013	Primary	19	SRC3	SRC3	NotUtilized	192_SRC3_NG	RCOpSus	RCOpSus	NG	PreSurge	Proxy	0	FALSE	0	0
20	Available_NotDeployable	NotUtilized	730	270	730	107	5/1/2013	Primary	20	SRC3	SRC3	NotUtilized	290_SRC3_AC	FFGACRoto	FFGACRoto	AC	PreSurge	Proxy	0	FALSE	0	0
21	Available_NotDeployable	NotUtilized	730	270	730	114	5/8/2013	Primary	21	SRC3	SRC3	NotUtilized	289_SRC3_AC	FFGACRoto	FFGACRoto	AC	PreSurge	Proxy	0	FALSE	0	0
22	OS_NotDeployable	NotUtilized	1825	270	1825	115	5/9/2013	Primary	22	SRC3	SRC3	NotUtilized	191_SRC3_NG	RCOpSus	RCOpSus	NG	PreSurge	Proxy	0	FALSE	0	0
23	Available_NotDeployable	NotUtilized	730	270	730	121	5/15/2013	Primary	23	SRC3	SRC3	NotUtilized	288_SRC3_AC	FFGACRoto	FFGACRoto	AC	PreSurge	Proxy	0	FALSE	0	0
24	OS_NotDeployable	NotUtilized	1825	270	1825	124	5/18/2013	Primary	24	SRC3	SRC3	NotUtilized	190_SRC3_NG	RCOpSus	RCOpSus	NG	PreSurge	Proxy	0	FALSE	0	0
25	Available_NotDeployable	NotUtilized	730	270	730	128	5/22/2013	Primary	25	SRC3	SRC3	NotUtilized	287_SRC3_AC	FFGACRoto	FFGACRoto	AC	PreSurge	Proxy	0	FALSE	0	0
26	OS_NotDeployable	NotUtilized	1825	270	1825	133	5/27/2013	Primary	26	SRC3	SRC3	NotUtilized	189_SRC3_NG	RCOpSus	RCOpSus	NG	PreSurge	Proxy	0	FALSE	0	0
27	Available_NotDeployable	NotUtilized	730	270	730	135	5/29/2013	Primary	27	SRC3	SRC3	NotUtilized	286_SRC3_AC	FFGACRoto	FFGACRoto	AC	PreSurge	Proxy	0	FALSE	0	0
28	Available_NotDeployable	NotUtilized	730	270	730	142	6/5/2013	Primary	28	SRC3	SRC3	NotUtilized	285_SRC3_AC	FFGACRoto	FFGACRoto	AC	PreSurge	Proxy	0	FALSE	0	0
29	OS_NotDeployable	NotUtilized	1825	270	1825	142	6/5/2013	Primary	29	SRC3	SRC3	NotUtilized	188_SRC3_NG	RCOpSus	RCOpSus	NG	PreSurge	Proxy	0	FALSE	0	0
30	Available_NotDeployable	NotUtilized	730	270	730	149	6/12/2013	Primary	30	SRC3	SRC3	NotUtilized	284_SRC3_AC	FFGACRoto	FFGACRoto	AC	PreSurge	Proxy	0	FALSE	0	0
31	OS_NotDeployable	NotUtilized	1825	270	1825	151	6/14/2013	Primary	31	SRC3	SRC3	NotUtilized	187_SRC3_NG	RCOpSus	RCOpSus	NG	PreSurge	Proxy	0	FALSE	0	0
32	Available_NotDeployable	NotUtilized	730	270	730	156	6/19/2013	Primary	32	SRC3	SRC3	NotUtilized	283_SRC3_AC	FFGACRoto	FFGACRoto	AC	PreSurge	Proxy	0	FALSE	0	0
33	OS_NotDeployable	NotUtilized	1825	270	1825	160	6/23/2013	Primary	33	SRC3	SRC3	NotUtilized	186_SRC3_NG	RCOpSus	RCOpSus	NG	PreSurge	Proxy	0	FALSE	0	0
34	Available_NotDeployable	NotUtilized	730	270	730	163	6/26/2013	Primary	34	SRC3	SRC3	NotUtilized	282_SRC3_AC	FFGACRoto	FFGACRoto	AC	PreSurge	Proxy	0	FALSE	0	0
35	OS_NotDeployable	NotUtilized	1825	270	1825	169	7/2/2013	Primary	35	SRC3	SRC3	NotUtilized	185_SRC3_NG	RCOpSus	RCOpSus	NG	PreSurge	Proxy	0	FALSE	0	0
36	Available_NotDeployable	NotUtilized	730	270	730	170	7/3/2013	Primary	36	SRC3	SRC3	NotUtilized	281_SRC3_AC	FFGACRoto	FFGACRoto	AC	PreSurge	Proxy	0	FALSE	0	0
37	Available_NotDeployable	NotUtilized	730	270	730	177	7/10/2013	Primary	37	SRC3	SRC3	NotUtilized	280_SRC3_AC	FFGACRoto	FFGACRoto	AC	PreSurge	Proxy	0	FALSE	0	0
38	OS_NotDeployable	NotUtilized	1825	270	1825	178	7/11/2013	Primary	38	SRC3	SRC3	NotUtilized	184_SRC3_NG	RCOpSus	RCOpSus	NG	PreSurge	Proxy	0	FALSE	0	0
39	Available_NotDeployable	NotUtilized	730	270	730	184	7/17/2013	Primary	39	SRC3	SRC3	NotUtilized	279_SRC3_AC	FFGACRoto	FFGACRoto	AC	PreSurge	Proxy	0	FALSE	0	0
40	OS_NotDeployable	NotUtilized	1825	270	1825	187	7/20/2013	Primary	40	SRC3	SRC3	NotUtilized	183_SRC3_NG	RCOpSus	RCOpSus	NG	PreSurge	Proxy	0	FALSE	0	0
41	Available_NotDeployable	NotUtilized	730	270	730	191	7/24/2013	Primary	41	SRC3	SRC3	NotUtilized	278_SRC3_AC	FFGACRoto	FFGACRoto	AC	PreSurge	Proxy	0	FALSE	0	0
42	OS_NotDeployable	NotUtilized	1825	270	1825	196	7/29/2013	Primary	42	SRC3	SRC3	NotUtilized	182_SRC3_NG	RCOpSus	RCOpSus	NG	PreSurge	Proxy	0	FALSE	0	0
43	Available_NotDeployable	NotUtilized	730	270	730	198	7/31/2013	Primary	43	SRC3	SRC3	NotUtilized	277_SRC3_AC	FFGACRoto	FFGACRoto	AC	PreSurge	Proxy	0	FALSE	0	0
44	Available_NotDeployable	NotUtilized	730	270	730	205	8/7/2013	Primary	44	SRC3	SRC3	NotUtilized	276_SRC3_AC	FFGACRoto	FFGACRoto	AC	PreSurge	Proxy	0	FALSE	0	0
45	OS_NotDeployable	NotUtilized	1825	270	1825	205	8/7/2013	Primary	45	SRC3	SRC3	NotUtilized	181_SRC3_NG	RCOpSus	RCOpSus	NG	PreSurge	Proxy	0	FALSE	0	0
46	Available_NotDeployable	NotUtilized	730	270	730	212	8/14/2013	Primary	46	SRC3	SRC3	NotUtilized	275_SRC3_AC	FFGACRoto	FFGACRoto	AC	PreSurge	Proxy	0	FALSE	0	0
47	OS_NotDeployable	NotUtilized	1825	270	1825	214	8/16/2013	Primary	47	SRC3	SRC3	NotUtilized	180_SRC3_NG	RCOpSus	RCOpSus	NG	PreSurge	Proxy	0	FALSE	0	0
48	Available_NotDeployable	NotUtilized	730	270	730	219	8/21/2013	Primary	48	SRC3	SRC3	NotUtilized	274_SRC3_AC	FFGACRoto	FFGACRoto	AC	PreSurge	Proxy	0	FALSE	0	0
49	OS_NotDeployable	NotUtilized	1825	270	1825	223	8/25/2013	Primary	49	SRC3	SRC3	NotUtilized	179_SRC3_NG	RCOpSus	RCOpSus	NG	PreSurge	Proxy	0	FALSE	0	0
50	Available_NotDeployable	NotUtilized	730	270	730	226	8/28/2013	Primary	50	SRC3	SRC3	NotUtilized	273_SRC3_AC	FFGACRoto	FFGACRoto	AC	PreSurge	Proxy	0	FALSE	0	0
7	Available	1_R3_SRC3_[1...2521]	723	270	723	226	8/28/2013	Primary	51	SRC3	SRC3	UnGrouped	272_SRC3_AC	FFGACRoto	FFGACRoto	AC	PreSurge	FILLRULE_SRC3->SRC3->SOURCE_SRC3->Filled	0	FALSE	0	1
8	Available	1_R25_SRC3_[1...541]	716	270	716	226	8/28/2013	Primary	52	SRC3	SRC3	V1	271_SRC3_AC	FFGACRoto	FFGACRoto	AC	PreSurge	FILLRULE_SRC3->SRC3->SOURCE_SRC3->Filled	0	FALSE	0	1
9	Available	1_R25_SRC3_[1...541]	709	270	709	226	8/28/2013	Primary	53	SRC3	SRC3	V1	270_SRC3_AC	FFGACRoto	FFGACRoto	AC	PreSurge	FILLRULE_SRC3->SRC3->SOURCE_SRC3->Filled	0	FALSE	0	1
10	Available	2_R2_SRC3_[1...2521]	702	270	702	226	8/28/2013	Primary	54	SRC3	SRC3	UnGrouped	269_SRC3_AC	FFGACRoto	FFGACRoto	AC	PreSurge	FILLRULE_SRC3->SRC3->SOURCE_SRC3->Filled	0	FALSE	0	1
55	OS_NotDeployable	NotUtilized	1825	270	1825	232	9/3/2013	Primary	55	SRC3	SRC3	NotUtilized	178_SRC3_NG	RCOpSus	RCOpSus	NG	PreSurge	Proxy	0	FALSE	0	0
56	OS_NotDeployable	NotUtilized	1825	270	1825	241	9/12/2013	Primary	56	SRC3	SRC3	NotUtilized	177_SRC3_NG	RCOpSus	RCOpSus	NG	PreSurge	Proxy	0	FALSE	0	0
57	OS_NotDeployable	NotUtilized	1825	270	1825	250	9/21/2013	Primary	57	SRC3	SRC3	NotUtilized	176_SRC3_NG	RCOpSus	RCOpSus	NG	PreSurge	Proxy	0	FALSE	0	0
58	OS_NotDeployable	NotUtilized	1825	270	1825	259	9/30/2013	Primary	58	SRC3	SRC3	NotUtilized	175_SRC3_NG	RCOpSus	RCOpSus	NG	PreSurge	Proxy	0	FALSE	0	0
59	Available_NotDeployable	NotUtilized	730	270	730	261	10/2/2013	Primary	59	SRC3	SRC3	NotUtilized	268_SRC3_AC	FFGACRoto	FFGACRoto	AC	PreSurge	Proxy	0	FALSE	0	0
60	Available_NotDeployable	NotUtilized	730	270	730	268	10/9/2013	Primary	60	SRC3	SRC3	NotUtilized	267_SRC3_AC	FFGACRoto	FFGACRoto	AC	PreSurge	Proxy	0	FALSE	0	0
61	OS_NotDeployable	NotUtilized	1825	270	1825	268	10/9/2013	Primary	61	SRC3	SRC3	NotUtilized	174_SRC3_NG	RCOpSus	RCOpSus	NG	PreSurge	Proxy	0	FALSE	0	0
11	Available	1_R4_SRC3_[271...361]	726	270	726	271	10/12/2013	Primary	62	SRC3	SRC3	UnGrouped	266_SRC3_AC	FFGACRoto	FFGACRoto	AC	PreSurge	FILLRULE_SRC3->SRC3->SOURCE_SRC3->Filled	0	FALSE	0	1
12	Available	1_R4_SRC3_[271...361]	719	270	719	271	10/12/2013	Primary	63	SRC3	SRC3	UnGrouped	265_SRC3_AC	FFGACRoto	FFGACRoto	AC	PreSurge	FILLRULE_SRC3->SRC3->SOURCE_SRC3->Filled	0	FALSE	0	1
13	Available	1_R4_SRC3_[271...361]	712	270	712	271	10/12/2013	Primary	64	SRC3	SRC3	UnGrouped	264_SRC3_AC	FFGACRoto	FFGACRoto	AC	PreSurge	FILLRULE_SRC3->SRC3->SOURCE_SRC3->Filled	0	FALSE	0	1
65	OS_NotDeployable	NotUtilized	1825	270	1825	277	10/18/2013	Primary	65	SRC3	SRC3	NotUtilized	173_SRC3_NG	RCOpSus	RCOpSus	NG	PreSurge	Proxy	0	FALSE	0	0
66	OS_NotDeployable	NotUtilized	1825	270	1825	286	10/27/2013	Primary	66	SRC3	SRC3	NotUtilized	172_SRC3_NG	RCOpSus	RCOpSus	NG	PreSurge	Proxy	0	FALSE	0	0
67	OS_NotDeployable	NotUtilized	1825	270	1825	295	11/5/2013	Primary	67	SRC3	SRC3	NotUtilized	171_SRC3_NG	RCOpSus	RCOpSus	NG	PreSurge	Proxy	0	FALSE	0	0
68	Available_NotDeployable	NotUtilized	730	270	730	296	11/6/2013	Primary	68	SRC3	SRC3	NotUtilized	263_SRC3_AC	FFGACRoto	FFGACRoto	AC	PreSurge	Proxy	0	FALSE	0	0
69	Available_NotDeployable	NotUtilized	730	270	730	303	11/13/2013	Primary	69	SRC3	SRC3	NotUtilized	262_SRC3_AC	FFGACRoto	FFGACRoto	AC	PreSurge	Proxy	0	FALSE	0	0
70	OS_NotDeployable	NotUtilized	1825	270	1825	304	11/14/2013	Primary	70	SRC3	SRC3	NotUtilized	170_SRC3_NG	RCOpSus	RCOpSus	NG	PreSurge	Proxy	0	FALSE	0	0
71	Available_NotDeployable	NotUtilized	730	270	730	310	11/20/2013	Primary	71	SRC3	SRC3	NotUtilized	261_SRC3_AC	FFGACRoto	FFGACRoto	AC	PreSurge	Proxy	0	FALSE	0	0
72	OS_NotDeployable	NotUtilized	1825	270	1825	313	11/23/2013	Primary	72	SRC3	SRC3	NotUtilized	169_SRC3_NG	RCOpSus	RCOpSus	NG	PreSurge	Proxy	0	FALSE	0	0
73	Available_NotDeployable	NotUtilized	730	270	730	317	11/27/2013	Primary	73	SRC3	SRC3	NotUtilized	260_SRC3_AC	FFGACRoto	FFGACRoto	AC	PreSurge	Proxy	0	FALSE	0	0
74	OS_NotDeployable	NotUtilized	1825	270	1825	322	12/2/2013	Primary	74	SRC3	SRC3	NotUtilized	168_SRC3_NG	RCOpSus	RCOpSus	NG	PreSurge	Proxy	0	FALSE	0	0
75	Available_NotDeployable	NotUtilized	730	270	730	324	12/4/2013	Primary	75	SRC3	SRC3	NotUtilized	259_SRC3_AC	FFGACRoto	FFGACRoto	AC	PreSurge	Proxy	0	FALSE	0	0
76	Available_NotDeployable	NotUtilized	730	270	730	331	12/11/2013	Primary	76	SRC3	SRC3	NotUtilized	258_SRC3_AC	FFGACRoto	FFGACRoto	AC	PreSurge	Proxy	0	FALSE	0	0
77	OS_NotDeployable	NotUtilized	1825	270	1825	331	12/11/2013	Primary	77	SRC3	SRC3	NotUtilized	167_SRC3_NG	RCOpSus	RCOpSus	NG	PreSurge	Proxy	0	FALSE	0	0
78	Available_NotDeployable	NotUtilized	730	270	730	338	12/18/2013	Primary	78	SRC3	SRC3	NotUtilized	257_SRC3_AC	FFGACRoto	FFGACRoto	AC	PreSurge	Proxy	0	FALSE	0	0
79	OS_NotDeployable	NotUtilized	1825	270	1825	340	12/20/2013	Primary	79	SRC3	SRC3	NotUtilized	166_SRC3_NG	RCOpSus	RCOpSus	NG	PreSurge	Proxy	0	FALSE	0	0
80	Available_NotDeployable	NotUtilized	730	270	730	345	12/25/2013	Primary	80	SRC3	SRC3	NotUtilized	256_SRC3_AC	FFGACRoto	FFGACRoto	AC	PreSurge	Proxy	0	FALSE	0	0
81	OS_NotDeployable	NotUtilized	1825	270	1825	349	12/29/2013	Primary	81	SRC3	SRC3	NotUtilized	165_SRC3_NG	RCOpSus	RCOpSus	NG	PreSurge	Proxy	0	FALSE	0	0
82	Available_NotDeployable	NotUtilized	730	270	730	352	1/1/2014	Primary	82	SRC3	SRC3	NotUtilized	255_SRC3_AC	FFGACRoto	FFGACRoto	AC	PreSurge	Proxy	0	FALSE	0	0
83	OS_NotDeployable	NotUtilized	1825	270	1825	358	1/7/2014	Primary	83	SRC3	SRC3	NotUtilized	164_SRC3_NG	RCOpSus	RCOpSus	NG	PreSurge	Proxy	0	FALSE	0	0
84	Available_NotDeployable	NotUtilized	730	270	730	359	1/8/2014	Primary	84	SRC3	SRC3	NotUtilized	254_SRC3_AC	FFGACRoto	FFGACRoto	AC	PreSurge	Proxy	0	FALSE	0	0
14	Available	1_R5_SRC3_[361...2521]	522	270	522	361	1/10/2014	Primary	85	SRC3	SRC3	UnGrouped	224_SRC3_AC	FFGACRoto	FFGACRoto	AC	PreSurge	FILLRULE_SRC3->SRC3->SOURCE_SRC3->Filled	0	FALSE	0	1
86	Available_NotDeployable	NotUtilized	730	270	730	366	1/15/2014	Primary	86	SRC3	SRC3	NotUtilized	253_SRC3_AC	FFGACRoto	FFGACRoto	AC	PreSurge	Proxy	0	FALSE	0	0
87	OS_NotDeployable	NotUtilized	1825	270	1825	367	1/16/2014	Primary	87	SRC3	SRC3	NotUtilized	163_SRC3_NG	RCOpSus	RCOpSus	NG	PreSurge	Proxy	0	FALSE	0	0
88	Available_NotDeployable	NotUtilized	730	270	730	373	1/22/2014	Primary	88	SRC3	SRC3	NotUtilized	252_SRC3_AC	FFGACRoto	FFGACRoto	AC	PreSurge	Proxy	0	FALSE	0	0
89	OS_NotDeployable	NotUtilized	1825	270	1825	376	1/25/2014	Primary	89	SRC3	SRC3	NotUtilized	162_SRC3_NG	RCOpSus	RCOpSus	NG	PreSurge	Proxy	0	FALSE	0	0
90	Available_NotDeployable	NotUtilized	730	270	730	380	1/29/2014	Primary	90	SRC3	SRC3	NotUtilized	251_SRC3_AC	FFGACRoto	FFGACRoto	AC	PreSurge	Proxy	0	FALSE	0	0
91	OS_NotDeployable	NotUtilized	1825	270	1825	385	2/3/2014	Primary	91	SRC3	SRC3	NotUtilized	161_SRC3_NG	RCOpSus	RCOpSus	NG	PreSurge	Proxy	0	FALSE	0	0
92	Available_NotDeployable	NotUtilized	730	270	730	387	2/5/2014	Primary	92	SRC3	SRC3	NotUtilized	250_SRC3_AC	FFGACRoto	FFGACRoto	AC	PreSurge	Proxy	0	FALSE	0	0
93	Available_NotDeployable	NotUtilized	730	270	730	394	2/12/2014	Primary	93	SRC3	SRC3	NotUtilized	249_SRC3_AC	FFGACRoto	FFGACRoto	AC	PreSurge	Proxy	0	FALSE	0	0
94	OS_NotDeployable	NotUtilized	1825	270	1825	394	2/12/2014	Primary	94	SRC3	SRC3	NotUtilized	160_SRC3_NG	RCOpSus	RCOpSus	NG	PreSurge	Proxy	0	FALSE	0	0
95	Available_NotDeployable	NotUtilized	730	270	730	401	2/19/2014	Primary	95	SRC3	SRC3	NotUtilized	248_SRC3_AC	FFGACRoto	FFGACRoto	AC	PreSurge	Proxy	0	FALSE	0	0
96	OS_NotDeployable	NotUtilized	1825	270	1825	403	2/21/2014	Primary	96	SRC3	SRC3	NotUtilized	159_SRC3_NG	RCOpSus	RCOpSus	NG	PreSurge	Proxy	0	FALSE	0	0
97	Available_NotDeployable	NotUtilized	730	270	730	408	2/26/2014	Primary	97	SRC3	SRC3	NotUtilized	247_SRC3_AC	FFGACRoto	FFGACRoto	AC	PreSurge	Proxy	0	FALSE	0	0
98	OS_NotDeployable	NotUtilized	1825	270	1825	412	3/2/2014	Primary	98	SRC3	SRC3	NotUtilized	158_SRC3_NG	RCOpSus	RCOpSus	NG	PreSurge	Proxy	0	FALSE	0	0
99	Available_NotDeployable	NotUtilized	730	270	730	415	3/5/2014	Primary	99	SRC3	SRC3	NotUtilized	246_SRC3_AC	FFGACRoto	FFGACRoto	AC	PreSurge	Proxy	0	FALSE	0	0
100	OS_NotDeployable	NotUtilized	1825	270	1825	421	3/11/2014	Primary	100	SRC3	SRC3	NotUtilized	157_SRC3_NG	RCOpSus	RCOpSus	NG	PreSurge	Proxy	0	FALSE	0	0
101	Available_NotDeployable	NotUtilized	730	270	730	422	3/12/2014	Primary	101	SRC3	SRC3	NotUtilized	245_SRC3_AC	FFGACRoto	FFGACRoto	AC	PreSurge	Proxy	0	FALSE	0	0
102	Available_NotDeployable	NotUtilized	730	270	730	429	3/19/2014	Primary	102	SRC3	SRC3	NotUtilized	244_SRC3_AC	FFGACRoto	FFGACRoto	AC	PreSurge	Proxy	0	FALSE	0	0
103	OS_NotDeployable	NotUtilized	1825	270	1825	430	3/20/2014	Primary	103	SRC3	SRC3	NotUtilized	156_SRC3_NG	RCOpSus	RCOpSus	NG	PreSurge	Proxy	0	FALSE	0	0
104	Available_NotDeployable	NotUtilized	730	270	730	436	3/26/2014	Primary	104	SRC3	SRC3	NotUtilized	243_SRC3_AC	FFGACRoto	FFGACRoto	AC	PreSurge	Proxy	0	FALSE	0	0
105	OS_NotDeployable	NotUtilized	1825	270	1825	439	3/29/2014	Primary	105	SRC3	SRC3	NotUtilized	155_SRC3_NG	RCOpSus	RCOpSus	NG	PreSurge	Proxy	0	FALSE	0	0
106	Available_NotDeployable	NotUtilized	730	270	730	443	4/2/2014	Primary	106	SRC3	SRC3	NotUtilized	242_SRC3_AC	FFGACRoto	FFGACRoto	AC	PreSurge	Proxy	0	FALSE	0	0
107	OS_NotDeployable	NotUtilized	1825	270	1825	448	4/7/2014	Primary	107	SRC3	SRC3	NotUtilized	154_SRC3_NG	RCOpSus	RCOpSus	NG	PreSurge	Proxy	0	FALSE	0	0
108	Available_NotDeployable	NotUtilized	730	270	730	450	4/9/2014	Primary	108	SRC3	SRC3	NotUtilized	241_SRC3_AC	FFGACRoto	FFGACRoto	AC	PreSurge	Proxy	0	FALSE	0	0
109	OS_Train	NotUtilized	451	270	451	451	4/10/2014	Primary	109	SRC3	SRC3	NotUtilized	1_SRC3_NG	RCOpSus	RCOpSus	NG	PreSurge	Proxy	0	FALSE	0	0
110	OS_Train	NotUtilized	460	270	460	451	4/10/2014	Primary	110	SRC3	SRC3	NotUtilized	2_SRC3_NG	RCOpSus	RCOpSus	NG	PreSurge	Proxy	0	FALSE	0	0
111	OS_Train	NotUtilized	469	270	469	451	4/10/2014	Primary	111	SRC3	SRC3	NotUtilized	3_SRC3_NG	RCOpSus	RCOpSus	NG	PreSurge	Proxy	0	FALSE	0	0
112	OS_Train	NotUtilized	478	270	478	451	4/10/2014	Primary	112	SRC3	SRC3	NotUtilized	4_SRC3_NG	RCOpSus	RCOpSus	NG	PreSurge	Proxy	0	FALSE	0	0
113	OS_Train	NotUtilized	487	270	487	451	4/10/2014	Primary	113	SRC3	SRC3	NotUtilized	5_SRC3_NG	RCOpSus	RCOpSus	NG	PreSurge	Proxy	0	FALSE	0	0
114	OS_Train	NotUtilized	496	270	496	451	4/10/2014	Primary	114	SRC3	SRC3	NotUtilized	6_SRC3_NG	RCOpSus	RCOpSus	NG	PreSurge	Proxy	0	FALSE	0	0
115	OS_Train	NotUtilized	505	270	505	451	4/10/2014	Primary	115	SRC3	SRC3	NotUtilized	7_SRC3_NG	RCOpSus	RCOpSus	NG	PreSurge	Proxy	0	FALSE	0	0
116	OS_Train	NotUtilized	514	270	514	451	4/10/2014	Primary	116	SRC3	SRC3	NotUtilized	8_SRC3_NG	RCOpSus	RCOpSus	NG	PreSurge	Proxy	0	FALSE	0	0
117	OS_Train	NotUtilized	523	270	523	451	4/10/2014	Primary	117	SRC3	SRC3	NotUtilized	9_SRC3_NG	RCOpSus	RCOpSus	NG	PreSurge	Proxy	0	FALSE	0	0
118	OS_Train	NotUtilized	532	270	532	451	4/10/2014	Primary	118	SRC3	SRC3	NotUtilized	10_SRC3_NG	RCOpSus	RCOpSus	NG	PreSurge	Proxy	0	FALSE	0	0
119	OS_Train	NotUtilized	541	270	541	451	4/10/2014	Primary	119	SRC3	SRC3	NotUtilized	11_SRC3_NG	RCOpSus	RCOpSus	NG	PreSurge	Proxy	0	FALSE	0	0
120	OS_Train	NotUtilized	550	270	550	451	4/10/2014	Primary	120	SRC3	SRC3	NotUtilized	12_SRC3_NG	RCOpSus	RCOpSus	NG	PreSurge	Proxy	0	FALSE	0	0
121	OS_Train	NotUtilized	559	270	559	451	4/10/2014	Primary	121	SRC3	SRC3	NotUtilized	13_SRC3_NG	RCOpSus	RCOpSus	NG	PreSurge	Proxy	0	FALSE	0	0
122	OS_Train	NotUtilized	568	270	568	451	4/10/2014	Primary	122	SRC3	SRC3	NotUtilized	14_SRC3_NG	RCOpSus	RCOpSus	NG	PreSurge	Proxy	0	FALSE	0	0
123	OS_Train	NotUtilized	577	270	577	451	4/10/2014	Primary	123	SRC3	SRC3	NotUtilized	15_SRC3_NG	RCOpSus	RCOpSus	NG	PreSurge	Proxy	0	FALSE	0	0
124	OS_Train	NotUtilized	586	270	586	451	4/10/2014	Primary	124	SRC3	SRC3	NotUtilized	16_SRC3_NG	RCOpSus	RCOpSus	NG	PreSurge	Proxy	0	FALSE	0	0
125	OS_Train	NotUtilized	595	270	595	451	4/10/2014	Primary	125	SRC3	SRC3	NotUtilized	17_SRC3_NG	RCOpSus	RCOpSus	NG	PreSurge	Proxy	0	FALSE	0	0
